individual,sample,round,spp,model,mpa,lfm,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,flam_index,max_mpa_sample
2016_December_ADFA_4,4,5,ADFA,EPI,1.2,67.05069124,0,2,13,26,39,1,99,72,1,273.6,294,265.05,100,0.507,1,2016_December,2016,December,0.434,0.725,0.291,St. Marys,67.05069124,67.05069124,"(60,70]",2016_December,0.61,Dry,moderate,"(65,70]","(60,70]","(60,80]",20.399999999999977,0.5986206896551725,0.6705069124,8.257792474721981,-0.043
2016_December_ADFA_5,5,5,ADFA,EPI,1.4,78.21401078,0,10,12,17,29,4,77,56,1,277.3,317.8,265.05,100,0.497,1,2016_December,2016,December,0.6495,1.1575,0.508,St. Marys,78.21401078,78.21401078,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",40.5,0.5611231101511879,0.7821401078,12.0567402869388,-0.043
2016_December_ADFA_6,6,5,ADFA,EPI,1.6,77.69284225,0,7,17,22,39,10,73,41,1,280.8,331.9,265.05,100,0.494,1,2016_December,2016,December,0.7195,1.2785,0.559,St. Marys,77.69284225,77.69284225,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",51.099999999999966,0.5627688697692609,0.7769284224999999,9.79904551515015,-0.043
2016_December_ADFA_1,1,6,ADFA,EPI,1.1,94.56523593482896,LFM appears correct,15,12,11,23,9,102,82,1,285.6,296.4,265.05,100,0.476,1,2016_December,2016,December,0.026,0.174,0.148,St. Marys,NA,94.56523593482896,NA,2016_December,0.61,Dry,NA,NA,NA,NA,10.799999999999956,0.14942528735632185,0.9456523593482896,14.702240629347813,-0.043
2016_December_ADFA_2,2,6,ADFA,EPI,0.7,49.10179641,0,10,11,22,33,4,91,65,1,278,292.9,265.05,100,0.488,1,2016_December,2016,December,0.167,0.249,0.082,St. Marys,49.10179641,49.10179641,"(40,50]",2016_December,0.61,Dry,dry,"(45,50]","(40,50]","(40,60]",14.899999999999975,0.6706827309236948,0.4910179641,11.379304712288056,-0.043
2016_December_ADFA_3,3,6,ADFA,EPI,0.9,71.5210356,0,8,26,26,52,5,131,100,1,274.3,299.5,265.05,100,0.526,1,2016_December,2016,December,0.309,0.53,0.221,St. Marys,71.5210356,71.5210356,"(70,80]",2016_December,0.61,Dry,moderate,"(70,75]","(70,80]","(60,80]",25.19999999999999,0.5830188679245283,0.715210356,8.871994798415383,-0.043
2016_December_ADFA_4,4,6,ADFA,EPI,1.8,76.5743073,0,12,9,26,35,7,92,59,1,276.3,304.1,265.05,100,0.508,1,2016_December,2016,December,0.397,0.701,0.304,St. Marys,76.5743073,76.5743073,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",27.80000000000001,0.5663338088445079,0.765743073,11.558433307186602,-0.043
2016_December_ADFA_5,5,6,ADFA,EPI,2,91.44634526,0,13,14,16,30,3,111,92,1,272.8,301.9,265.05,100,0.505,1,2016_December,2016,December,0.3215,0.6155,0.294,St. Marys,91.44634526,91.44634526,"(90,100]",2016_December,0.61,Dry,hydrated,"(90,95]","(90,100]","(80,100]",29.09999999999997,0.5223395613322501,0.9144634526,12.622592029924723,-0.043
2016_December_ADFA_6,6,6,ADFA,EPI,2.4,71.22093023,0,6,14,30,44,4,115,81,1,271.6,277.6,265.05,100,0.503,1,2016_December,2016,December,0.344,0.589,0.245,St. Marys,71.22093023,71.22093023,"(70,80]",2016_December,0.61,Dry,moderate,"(70,75]","(70,80]","(60,80]",6,0.5840407470288624,0.7122093022999999,9.024923623755356,-0.043
2016_December_ADFA_1,1,7,ADFA,EPI,2.1,100.43140075649686,0,1,9,39,48,1,126,86,1,281.6,300.3,265.05,100,0.526,1,2016_December,2016,December,0.1385,0.3865,0.248,St. Marys,NA,100.43140075649686,"(170,180]",2016_December,0.61,Dry,hydrated,"(175,180]","(170,180]","(160,180]",18.69999999999999,0.35834411384217335,1.0043140075649686,7.209351726950284,-0.043
2016_December_ADFA_2,2,7,ADFA,EPI,2.2,98.24561404,0,12,9,23,32,6,97,68,1,271.2,348.5,265.05,100,0.512,1,2016_December,2016,December,0.285,0.565,0.28,St. Marys,98.24561404,98.24561404,"(90,100]",2016_December,0.61,Dry,hydrated,"(95,100]","(90,100]","(80,100]",77.30000000000001,0.504424778761062,0.9824561404,12.031761293858464,-0.043
2016_December_ADFA_3,3,7,ADFA,EPI,1.7,75.45023697,0,8,17,18,35,6,95,71,1,272.1,306.5,265.05,100,0.484,1,2016_December,2016,December,0.5275,0.9255,0.398,St. Marys,75.45023697,75.45023697,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",34.39999999999998,0.5699621826039978,0.7545023697000001,10.563155362964585,-0.043
2016_December_ADFA_4,4,7,ADFA,EPI,2.5,70.32085561,0,5,17,25,42,2,104,77,1,274.7,298,265.05,100,0.526,1,2016_December,2016,December,0.748,1.274,0.526,St. Marys,70.32085561,70.32085561,"(70,80]",2016_December,0.61,Dry,moderate,"(70,75]","(70,80]","(60,80]",23.30000000000001,0.5871271585557299,0.7032085561,8.92907946719911,-0.043
2016_December_ADFA_5,5,7,ADFA,EPI,2.6,75.29411765,0,4,17,37,54,2,147,108,1,282.3,293.6,265.05,100,0.516,1,2016_December,2016,December,0.51,0.894,0.384,St. Marys,75.29411765,75.29411765,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",11.300000000000011,0.5704697986577181,0.7529411765,7.737319829654178,-0.043
2016_December_ADFA_6,6,7,ADFA,EPI,4.9,76.2962963,0,9,15,17,32,8,97,72,1,267.7,301.7,265.05,100,0.483,1,2016_December,2016,December,0.54,0.952,0.412,St. Marys,76.2962963,76.2962963,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",34,0.5672268907563026,0.762962963,11.272735475466826,-0.043
2016_December_ADFA_1,1,8,ADFA,EPI,2.7,62.83524904,0,11,7,42,49,3,133,88,1,272.3,302.3,265.05,100,0.496,1,2016_December,2016,December,0.3915,0.6375,0.246,St. Marys,62.83524904,62.83524904,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",30,0.6141176470588235,0.6283524904,9.760029791439942,-0.043
2016_December_ADFA_2,2,8,ADFA,EPI,2.8,96.03399742619187,0,9,19,25,44,3,109,81,1,271.6,294.7,265.05,100,0.497,1,2016_December,2016,December,0.128,0.346,0.218,St. Marys,NA,96.03399742619187,"(170,180]",2016_December,0.61,Dry,hydrated,"(170,175]","(170,180]","(160,180]",23.09999999999997,0.36994219653179194,0.9603399742619187,9.781427137479463,-0.043
2016_December_ADFA_3,3,8,ADFA,EPI,2.7,67.54716981,0,9,16,3,19,15,114,96,1,275.1,288.4,265.05,100,0.537,1,2016_December,2016,December,0.53,0.888,0.358,St. Marys,67.54716981,67.54716981,"(60,70]",2016_December,0.61,Dry,moderate,"(65,70]","(60,70]","(60,80]",13.299999999999956,0.5968468468468469,0.6754716981,14.170529058143329,-0.043
2016_December_ADFA_4,4,8,ADFA,EPI,4.1,93.49522984,0,10,32,15,47,7,148,126,1,280.5,284.1,265.05,100,0.51,1,2016_December,2016,December,0.5765,1.1155,0.539,St. Marys,93.49522984,93.49522984,"(90,100]",2016_December,0.61,Dry,hydrated,"(90,95]","(90,100]","(80,100]",3.6000000000000227,0.5168086060062752,0.9349522984,9.725564927111243,-0.043
2016_December_ADFA_5,5,8,ADFA,EPI,3.6,59.26660059,0,8,15,19,34,8,95,68,1,273,354.5,265.05,100,0.506,1,2016_December,2016,December,0.5045,0.8035,0.299,St. Marys,59.26660059,59.26660059,"(50,60]",2016_December,0.61,Dry,dry,"(55,60]","(50,60]","(40,60]",81.5,0.6278780336029869,0.5926660059000001,10.701143796125146,-0.043
2016_December_ADFA_6,6,8,ADFA,EPI,5.9,61.41732283,"Missing upper video, no data for glow times",15,13,21,37,7,112,84.5,1,281.5,297.5,265.05,100,0.472,1,2016_December,2016,December,0.9525,1.5375,0.585,St. Marys,61.41732283,61.41732283,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",16,0.6195121951219512,0.6141732283,11.898310389778006,-0.043
2016_December_ADFA_1,1,9,ADFA,EPI,3.1,65.03667482,0,12,6,25,31,5,96,66,1,270.2,281.7,265.05,100,0.479,1,2016_December,2016,December,0.409,0.675,0.266,St. Marys,65.03667482,65.03667482,"(60,70]",2016_December,0.61,Dry,moderate,"(65,70]","(60,70]","(60,80]",11.5,0.6059259259259259,0.6503667482000001,12.20404542693826,-0.043
2016_December_ADFA_2,2,9,ADFA,EPI,2.8,64.47761194,0,6,6,23,29,3,91,65,1,274.1,305.95,265.05,100,0.445,1,2016_December,2016,December,0.1675,0.2755,0.108,St. Marys,64.47761194,64.47761194,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",29.700000000000045,0.6079854809437386,0.6447761194,10.869219878656242,-0.043
2016_December_ADFA_3,3,9,ADFA,EPI,3,62.6252505,0,7,11,32,43,1,110,77,1,277.4,288.2,265.05,100,0.491,1,2016_December,2016,December,0.998,1.623,0.625,St. Marys,62.6252505,62.6252505,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",10.800000000000011,0.6149106592729513,0.626252505,9.383777856562164,-0.043
2016_December_ADFA_4,4,9,ADFA,EPI,4.9,91.99318569,"Missing upper video, no data for glow times",10,13,21,37,4,112,84.5,1,278.1,301.9,265.05,100,0.501,1,2016_December,2016,December,0.2935,0.5635,0.27,St. Marys,91.99318569,91.99318569,"(90,100]",2016_December,0.61,Dry,hydrated,"(90,95]","(90,100]","(80,100]",23.799999999999955,0.5208518189884649,0.9199318569,10.811353674954606,-0.043
2016_December_ADFA_5,5,9,ADFA,EPI,4.5,58.68852459,0,12,9,27,36,4,87,56,1,279.3,295.8,265.05,100,0.506,1,2016_December,2016,December,0.305,0.484,0.179,St. Marys,58.68852459,58.68852459,"(50,60]",2016_December,0.61,Dry,dry,"(55,60]","(50,60]","(40,60]",16.5,0.6301652892561983,0.5868852459,11.413669764871152,-0.043
2016_December_ADFA_6,6,9,ADFA,EPI,5.6,60.53683609,0,14,16,14,30,6,85,65,1,270.9,311.9,265.05,100,0.486,1,2016_December,2016,December,0.8755,1.4055,0.53,St. Marys,60.53683609,60.53683609,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",41,0.6229099964425471,0.6053683609,12.850705010008047,-0.043
2016_December_ADFA_1,1,10,ADFA,EPI,3.4,94.95268139,0,12,15,3,18,9,57,45,1,275.1,316.4,265.05,100,0.518,1,2016_December,2016,December,0.317,0.618,0.301,St. Marys,94.95268139,94.95268139,"(90,100]",2016_December,0.61,Dry,hydrated,"(90,95]","(90,100]","(80,100]",41.299999999999955,0.5129449838187702,0.9495268139,15.471795295353424,-0.043
2016_December_ADFA_2,2,10,ADFA,EPI,3.6,67.15328467,0,15,16,10,26,6,69,53,1,276.4,311.9,265.05,100,0.524,1,2016_December,2016,December,0.274,0.458,0.184,St. Marys,67.15328467,67.15328467,"(60,70]",2016_December,0.61,Dry,moderate,"(65,70]","(60,70]","(60,80]",35.5,0.5982532751091704,0.6715328467,13.929729236813277,-0.043
2016_December_ADFA_3,3,10,ADFA,EPI,3.8,88.46641318,0,11,16,14,30,5,87,68,1,272.2,339.8,265.05,100,0.506,1,2016_December,2016,December,0.3945,0.7435,0.349,St. Marys,88.46641318,88.46641318,"(80,90]",2016_December,0.61,Dry,moderate,"(85,90]","(80,90]","(80,100]",67.60000000000002,0.5305985205110961,0.8846641318,12.135608284467544,-0.043
2016_December_ADFA_4,4,10,ADFA,EPI,5.1,51.12107623,0,12,9,19,28,6,112,87,1,274.8,302.3,265.05,100,0.499,1,2016_December,2016,December,0.5575,0.8425,0.285,St. Marys,51.12107623,51.12107623,"(50,60]",2016_December,0.61,Dry,dry,"(50,55]","(50,60]","(40,60]",27.5,0.6617210682492581,0.5112107623,12.771944976719814,-0.043
2016_December_ADFA_5,5,10,ADFA,EPI,4.7,78.26086957,0,6,25,21,46,2,126,103,1,284.7,328,265.05,100,0.472,1,2016_December,2016,December,0.1955,0.3485,0.153,St. Marys,78.26086957,78.26086957,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",43.30000000000001,0.5609756097560976,0.7826086957,8.850477368306041,-0.043
2016_December_ADFA_6,6,10,ADFA,EPI,5.3,55.40704739,0,6,17,30,47,5,92,57,1,272.6,304.6,265.05,100,0.494,1,2016_December,2016,December,0.4115,0.6395,0.228,St. Marys,55.40704739,55.40704739,"(50,60]",2016_December,0.61,Dry,dry,"(55,60]","(50,60]","(40,60]",32,0.6434714620797498,0.5540704739,8.767652045340611,-0.043
2016_December_ADFA_1,1,11,ADFA,EPI,4,79.52755906,0,9,3,24,27,4,86,58,1,276.8,295.1,265.05,100,0.516,1,2016_December,2016,December,0.635,1.14,0.505,St. Marys,79.52755906,79.52755906,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",18.30000000000001,0.5570175438596492,0.7952755906,12.161542660026806,-0.043
2016_December_ADFA_2,2,11,ADFA,EPI,4.1,106.0773481,0,11,3,16,19,8,85,61,1,267.5,328.5,265.05,100,0.457,1,2016_December,2016,December,0.2715,0.5595,0.288,St. Marys,106.0773481,106.0773481,"(100,110]",2016_December,0.61,Dry,hydrated,"(105,110]","(100,110]","(100,120]",61,0.4852546916890081,1.060773481,14.820785979593984,-0.043
2016_December_ADFA_3,3,11,ADFA,EPI,3.9,87.93686584,0,7,14,25,39,7,135,103,1,284.5,295.4,265.05,100,0.512,1,2016_December,2016,December,0.4435,0.8335,0.39,St. Marys,87.93686584,87.93686584,"(80,90]",2016_December,0.61,Dry,moderate,"(85,90]","(80,90]","(80,100]",10.899999999999975,0.5320935812837433,0.8793686584,9.79904551515015,-0.043
2016_December_ADFA_4,4,11,ADFA,EPI,5.6,47.07996406,0,9,22,4,26,14,103,85,1,270.2,305.3,265.05,100,0.511,1,2016_December,2016,December,0.5565,0.8185,0.262,St. Marys,47.07996406,47.07996406,"(40,50]",2016_December,0.61,Dry,dry,"(45,50]","(40,50]","(40,60]",35.10000000000002,0.679902260232132,0.4707996406,12.367007178015996,-0.043
2016_December_ADFA_5,5,11,ADFA,EPI,5.1,76.75675676,0,1,14,24,38,1,89,64,1,279.2,305.4,265.05,100,0.474,1,2016_December,2016,December,0.2775,0.4905,0.213,St. Marys,76.75675676,76.75675676,"(70,80]",2016_December,0.61,Dry,moderate,"(75,80]","(70,80]","(60,80]",26.19999999999999,0.5657492354740061,0.7675675676,7.992397909794743,-0.043
2016_December_ADFA_6,6,11,ADFA,EPI,5.8,56.04900459,0,9,16,26,42,6,96,64,1,279.3,290.4,265.05,100,0.529,1,2016_December,2016,December,0.3265,0.5095,0.183,St. Marys,56.04900459,56.04900459,"(50,60]",2016_December,0.61,Dry,dry,"(55,60]","(50,60]","(40,60]",11.099999999999966,0.6408243375858685,0.5604900459000001,9.984372767572546,-0.043
2016_December_ADFA_1,1,12,ADFA,EPI,4.2,112.6252505,0,15,7,13,20,7,88,68,1,275,380,265.05,100,0.524,1,2016_December,2016,December,0.2495,0.5305,0.281,St. Marys,112.6252505,112.6252505,"(110,120]",2016_December,0.61,Dry,hydrated,"(110,115]","(110,120]","(100,120]",105,0.470311027332705,1.126252505,15.617369509734884,-0.043
2016_December_ADFA_2,2,12,ADFA,EPI,4.2,99.69135802,0,4,17,28,45,1,94,65,1,272.2,285.3,265.05,100,0.51,1,2016_December,2016,December,0.324,0.647,0.323,St. Marys,99.69135802,99.69135802,"(90,100]",2016_December,0.61,Dry,hydrated,"(95,100]","(90,100]","(80,100]",13.100000000000025,0.500772797527048,0.9969135802,8.373125676525762,-0.043
2016_December_ADFA_3,3,12,ADFA,EPI,4,102.5641026,0,16,12,12,24,4,72,56,1,272.1,298.8,265.05,100,0.497,1,2016_December,2016,December,0.2925,0.5925,0.3,St. Marys,102.5641026,102.5641026,"(100,110]",2016_December,0.61,Dry,hydrated,"(100,105]","(100,110]","(100,120]",26.69999999999999,0.49367088607594933,1.025641026,14.662224759124449,-0.043
2016_December_ADFA_4,4,12,ADFA,EPI,7,65.8045977,0,12,9,14,23,9,99,76,1,278.4,379,265.05,100,0.526,1,2016_December,2016,December,0.348,0.577,0.229,St. Marys,65.8045977,65.8045977,"(60,70]",2016_December,0.61,Dry,moderate,"(65,70]","(60,70]","(60,80]",100.60000000000002,0.6031195840554593,0.658045977,13.93173983190749,-0.043
2016_December_ADFA_5,5,12,ADFA,EPI,6.4,63.83601757,0,8,14,19,33,6,105,80,1,278.8,307.3,265.05,100,0.474,1,2016_December,2016,December,0.3415,0.5595,0.218,St. Marys,63.83601757,63.83601757,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",28.5,0.610366398570152,0.6383601757,10.845197654919138,-0.043
2016_December_ADFA_6,6,12,ADFA,EPI,7.9,54.26439232,0,14,10,21,31,6,112,85,1,279.9,323.7,265.05,100,0.505,1,2016_December,2016,December,0.938,1.447,0.509,St. Marys,54.26439232,54.26439232,"(50,60]",2016_December,0.61,Dry,dry,"(50,55]","(50,60]","(40,60]",43.80000000000001,0.6482377332411886,0.5426439232,12.663521732513876,-0.043
2016_December_ADFA_1,1,13,ADFA,EPI,4.7,114.4508671,0,15,16,8,24,11,84,65,1,275.2,294.3,265.05,100,0.509,1,2016_December,2016,December,0.173,0.371,0.198,St. Marys,114.4508671,114.4508671,"(110,120]",2016_December,0.61,Dry,hydrated,"(110,115]","(110,120]","(100,120]",19.100000000000023,0.4663072776280323,1.144508671,14.430627034712384,-0.043
2016_December_ADFA_2,2,13,ADFA,EPI,4.5,88.56695784598281,0,8,12,14,26,7,90,69,1,275.9,318,265.05,100,0.483,1,2016_December,2016,December,0.156,0.352,0.196,St. Marys,NA,88.56695784598281,"(120,130]",2016_December,0.61,Dry,hydrated,"(125,130]","(120,130]","(120,140]",42.10000000000002,0.44318181818181823,0.8856695784598281,12.06310755199562,-0.043
2016_December_ADFA_3,3,13,ADFA,EPI,6.2,85.00590319,0,12,6,7,13,10,79,62,1,276.8,361.4,265.05,100,0.496,1,2016_December,2016,December,0.4235,0.7835,0.36,St. Marys,85.00590319,85.00590319,"(80,90]",2016_December,0.61,Dry,moderate,"(85,90]","(80,90]","(80,100]",84.59999999999997,0.5405232929164008,0.8500590319,17.615794077797762,-0.043
2016_December_ADFA_4,4,13,ADFA,EPI,6.5,60.02971768,0,12,10,13,23,10,73,50,1,280.1,318.4,265.05,100,0.472,1,2016_December,2016,December,0.3365,0.5385,0.202,St. Marys,60.02971768,60.02971768,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",38.299999999999955,0.6248839368616528,0.6002971767999999,13.93173983190749,-0.043
2016_December_ADFA_5,5,13,ADFA,EPI,5.9,66.66666667,0,12,14,13,27,9,120,98,1,275.4,347.5,265.05,100,0.482,1,2016_December,2016,December,0.363,0.605,0.242,St. Marys,66.66666667,66.66666667,"(60,70]",2016_December,0.61,Dry,moderate,"(65,70]","(60,70]","(60,80]",72.10000000000002,0.6,0.6666666667,12.980414431702917,-0.043
2016_December_ADFA_6,6,13,ADFA,EPI,7,54.44579781,0,11,4,19,23,10,121,92,1,272.6,333.1,265.05,100,0.493,1,2016_December,2016,December,0.821,1.268,0.447,St. Marys,54.44579781,54.44579781,"(50,60]",2016_December,0.61,Dry,dry,"(50,55]","(50,60]","(40,60]",60.5,0.6474763406940063,0.5444579781000001,13.65182257838657,-0.043
2016_December_ADFA_1,1,14,ADFA,EPI,5,85.85617448192556,0,16,6,10,16,9,92,73,1,278.6,351.2,265.05,100,0.514,1,2016_December,2016,December,0.084,0.218,0.134,St. Marys,NA,85.85617448192556,"(150,160]",2016_December,0.61,Dry,hydrated,"(155,160]","(150,160]","(140,160]",72.59999999999997,0.3853211009174312,0.8585617448192556,17.41226882877841,-0.043
2016_December_ADFA_2,2,14,ADFA,EPI,6.7,NA,"Weights are off, unclear why - entering or weighing error?",19,9,9,18,5,79,65,1,268,300.7,265.05,100,0.466,1,2016_December,2016,December,0.032,0.174,0.148,St. Marys,NA,NA,NA,2016_December,0.61,Dry,NA,NA,NA,NA,32.69999999999999,0.18390804597701152,NA,17.314993812853203,-0.043
2016_December_ADFA_3,3,14,ADFA,EPI,6.6,89.73710451026602,0,12,5,7,12,9,83,67,1,273.7,293.4,265.05,100,0.486,1,2016_December,2016,December,0.106,0.269,0.163,St. Marys,NA,89.73710451026602,"(150,160]",2016_December,0.61,Dry,hydrated,"(150,155]","(150,160]","(140,160]",19.69999999999999,0.39405204460966536,0.8973710451026602,18.14960601954921,-0.043
2016_December_ADFA_4,4,14,ADFA,EPI,8.7,53.53159851,0,9,12,19,31,4,83,60,1,281.6,304.4,265.05,100,0.523,1,2016_December,2016,December,0.538,0.826,0.288,St. Marys,53.53159851,53.53159851,"(50,60]",2016_December,0.61,Dry,dry,"(50,55]","(50,60]","(40,60]",22.799999999999955,0.6513317191283293,0.5353159851,11.434151033122546,-0.043
2016_December_ADFA_5,5,14,ADFA,EPI,7.3,52.5477707,0,13,19,8,27,9,94,77,1,278.1,315.2,265.05,100,0.516,1,2016_December,2016,December,0.628,0.958,0.33,St. Marys,52.5477707,52.5477707,"(50,60]",2016_December,0.61,Dry,dry,"(50,55]","(50,60]","(40,60]",37.099999999999966,0.6555323590814196,0.525477707,13.230030166676888,-0.043
2016_December_ADFA_6,6,14,ADFA,EPI,9.8,48.51485149,0,15,9,5,14,13,86,68,1,276.9,369.3,265.05,100,0.517,1,2016_December,2016,December,0.707,1.05,0.343,St. Marys,48.51485149,48.51485149,"(40,50]",2016_December,0.61,Dry,dry,"(45,50]","(40,50]","(40,60]",92.40000000000003,0.6733333333333332,0.4851485149,18.069224245866277,-0.043
2016_December_ADFA_1,1,15,ADFA,EPI,6.3,63.003663,0,15,5,5,10,10,64,49,1,283.6,324.1,265.05,100,0.492,1,2016_December,2016,December,0.273,0.445,0.172,St. Marys,63.003663,63.003663,"(60,70]",2016_December,0.61,Dry,moderate,"(60,65]","(60,70]","(60,80]",40.5,0.6134831460674157,0.63003663,20.430269547326137,-0.043
2016_December_ADFA_2,2,15,ADFA,EPI,5.6,85.82375479,0,8,12,19,31,8,107,80,1,278.2,291.9,265.05,100,0.526,1,2016_December,2016,December,0.261,0.485,0.224,St. Marys,85.82375479,85.82375479,"(80,90]",2016_December,0.61,Dry,moderate,"(85,90]","(80,90]","(80,100]",13.699999999999989,0.5381443298969073,0.8582375479,11.153174870271812,-0.043
2016_December_ADFA_3,3,15,ADFA,EPI,5.5,31.60245673,0,15,1,23,24,11,131,97,1,277,343.9,265.05,100,0.521,1,2016_December,2016,December,0.8955,1.1785,0.283,St. Marys,31.60245673,31.60245673,"(30,40]",2016_December,0.61,Dry,dry,"(30,35]","(30,40]","(20,40]",66.89999999999998,0.7598642341960118,0.3160245673,14.430627034712384,-0.043
2016_December_ADFA_4,4,15,ADFA,EPI,8.85,46.44549763,0,4,12,33,45,2,125,90,1,276.9,309.4,265.05,100,0.523,1,2016_December,2016,December,0.633,0.927,0.294,St. Marys,46.44549763,46.44549763,"(40,50]",2016_December,0.61,Dry,dry,"(45,50]","(40,50]","(40,60]",32.5,0.6828478964401294,0.4644549763,8.373125676525762,-0.043
2016_December_ADFA_5,5,15,ADFA,EPI,7.65,43.86206897,0,7,7,31,38,6,125,88,1,279.4,340.5,265.05,100,0.486,1,2016_December,2016,December,0.725,1.043,0.318,St. Marys,43.86206897,43.86206897,"(40,50]",2016_December,0.61,Dry,dry,"(40,45]","(40,50]","(40,60]",61.10000000000002,0.6951102588686482,0.4386206897,9.913141332237442,-0.043
2016_December_ADFA_6,6,15,ADFA,EPI,9.3,50.39787798,0,13,11,13,24,6,81,62,1,279.7,305.9,265.05,100,0.509,1,2016_December,2016,December,0.754,1.134,0.38,St. Marys,50.39787798,50.39787798,"(50,60]",2016_December,0.61,Dry,dry,"(50,55]","(50,60]","(40,60]",26.19999999999999,0.6649029982363316,0.5039787797999999,13.937321147826664,-0.043
2016_December_ADFA_1,1,16,ADFA,EPI,7.2,48.96640827,0,27,5,11,16,6,71,54,1,274.1,310.6,265.05,100,0.481,1,2016_December,2016,December,0.774,1.153,0.379,St. Marys,48.96640827,48.96640827,"(40,50]",2016_December,0.61,Dry,dry,"(45,50]","(40,50]","(40,60]",36.5,0.6712922810060711,0.4896640827,19.828414778988694,-0.043
2016_December_ADFA_2,2,16,ADFA,EPI,7.4,44.55445545,0,15,14,16,30,5,86,65,1,274.1,293.1,265.05,100,0.523,1,2016_December,2016,December,0.303,0.438,0.135,St. Marys,44.55445545,44.55445545,"(40,50]",2016_December,0.61,Dry,dry,"(40,45]","(40,50]","(40,60]",19,0.6917808219178082,0.4455445545,13.06936360748069,-0.043
