individual,sample,round,model_spp_gr,spp,model,mpa,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,flam_index,max_mpa_sample,location
2020_October_ABCO_2.4,2.4,2,"2020_October_HP_ABCO_(150,160]",ABCO,HP,2.182,0,41,88,0.5,88,21,69,48,1,267.9,322.6,292.3,NA,3.3574,0,2020_October,2020,October,7.7481,8.5941,0.846,2,155.8872305,155.8872305,"(150,160]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(155,160]","(150,160]","(140,160]",54.700000000000045,0.9015603728139072,1.558872305,9.158510638297871,15.35382885340041,-0.192,seki
2020_October_ABCO_2.4,2.4,6,"2020_October_HP_ABCO_(120,130]",ABCO,HP,2.897,0,50,61,29,90,18,97,50,1,241.7,282,249,70,3.0075,1,2020_October,2020,October,12.3699,12.7556,0.3857,2,129.9528302,129.9528302,"(120,130]",2020_October,0.61,Dry,1,100,0.5555555555555556,hydrated,"(125,130]","(120,130]","(120,140]",40.30000000000001,0.9697623004797892,1.299528302,32.071298936997664,15.950819906128794,-0.192,seki
2020_October_ABCO_2.4,2.4,7,"2020_October_HP_ABCO_(130,140]",ABCO,HP,2.082,0,39,77,24,101,15,103,64,1,253.2,297.2,255.9,60,4.6756,1,2020_October,2020,October,7.5591,8.0021,0.443,2,133.4739379,133.4739379,"(130,140]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",44,0.9446395321228176,1.3347393790000002,17.063431151241534,14.182140188617568,-0.192,seki
2020_October_ABCO_2.4,2.4,1,"2020_October_HP_ABCO_(190,200]",ABCO,HP,0.192,0,45,183,0.5,81.5,13,82,69,1,259.9,305.1,259.9,NA,5.5036,0,2020_October,2020,October,7.5076,8.0371,0.5295,2,197.2067039,197.2067039,"(190,200]",2020_October,0.61,Dry,1,100,0.7692307692307693,hydrated,"(195,200]","(190,200]","(180,200]",45.200000000000045,0.934118027646788,1.972067039,14.17865911237016,16.327063572524583,-0.192,seki
2020_October_ABCO_2.4,2.4,3,"2020_October_HP_ABCO_(160,170]",ABCO,HP,2.487,0,32,91,0.5,91,21,103,82,1,249.5,308.2,277.3,NA,6.2112,0,2020_October,2020,October,7.6,8.1682,0.5682,2,162.2038253,162.2038253,"(160,170]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(160,165]","(160,170]","(160,180]",58.69999999999999,0.9304375505007222,1.6220382530000002,13.375571981696584,14.226401691892251,-0.192,seki
2020_October_ABCO_2.4,2.4,8,"2020_October_HP_ABCO_(110,120]",ABCO,HP,4.145,0,32,36,34,70,18,137,85,1,242,285.3,244.5,80,3.6479,1,2020_October,2020,October,7.6348,8.0808,0.446,2,115.2752649,115.2752649,"(110,120]",2020_October,0.61,Dry,1,92,0.5555555555555556,hydrated,"(115,120]","(110,120]","(100,120]",43.30000000000001,0.9448074448074448,1.152752649,17.118385650224216,16.25276962340278,-0.192,seki
2020_October_ABCO_2.4,2.4,4,"2020_October_HP_ABCO_(150,160]",ABCO,HP,2.494,0,39,102,27,129,12,157,118,1,266.5,299.1,266.7,100,4.376,1,2020_October,2020,October,7.695,8.365,0.67,2,150.0223914,150.0223914,"(150,160]",2020_October,0.61,Dry,1,100,0.8333333333333334,hydrated,"(150,155]","(150,160]","(140,160]",32.60000000000002,0.9199043634190078,1.500223914,11.485074626865671,12.675869468938044,-0.192,seki
2020_October_ABCO_2.5,2.5,6,"2020_October_HP_ABCO_(120,130]",ABCO,HP,2.888,0,42,61,15,76,9,71,47,1,246.7,283.3,230.7,80,2.4702,1,2020_October,2020,October,12.3193,12.6465,0.3272,2,123.3785822,123.3785822,"(120,130]",2020_October,0.61,Dry,1,100,1.1111111111111112,hydrated,"(120,125]","(120,130]","(120,140]",36.60000000000002,0.9741272288775552,1.233785822,37.650672371638144,16.63227824970293,-0.152,seki
2020_October_ABCO_2.5,2.5,8,"2020_October_HP_ABCO_(110,120]",ABCO,HP,3.379,0,34,88,0.5,88,10,82,72,1,244.4,312.2,231.5,80,2.8628,0,2020_October,2020,October,7.6947,8.2256,0.5309,2,118.8759516,118.8759516,"(110,120]",2020_October,0.61,Dry,1,92,1,hydrated,"(115,120]","(110,120]","(100,120]",67.79999999999998,0.9354575957984828,1.188759516,14.493689960444527,14.672856122293144,-0.152,seki
2020_October_ABCO_2.5,2.5,3,"2020_October_HP_ABCO_(150,160]",ABCO,HP,2.59,0,24,87,0.5,87,13,107,75,1,255.6,327.6,273.1,NA,4.8108,0,2020_October,2020,October,7.5878,8.1266,0.5388,2,153.3731853,153.3731853,"(150,160]",2020_October,0.61,Dry,1,100,0.3125,hydrated,"(150,155]","(150,160]","(140,160]",72.00000000000003,0.9336992100017228,1.533731853,14.082776540460284,13.633955386959292,-0.152,seki
2020_October_ABCO_2.5,2.5,5,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.884,0,36,84,11,95,12,98,75,1,263.2,329.7,257.6,80,4.1054,1,2020_October,2020,October,12.6952,13.3241,0.6289,2,147.525217,147.525217,"(140,150]",2020_October,0.61,Dry,1,100,0.8333333333333334,hydrated,"(145,150]","(140,150]","(140,160]",66.5,0.9527998138711058,1.47525217,20.18635713149944,14.326086542102,-0.152,seki
2020_October_ABCO_2.5,2.5,4,"2020_October_HP_ABCO_(140,150]",ABCO,HP,2.447,0,34,83,16,99,18,120,86,1,253.6,289.95,217.9,85,4.0423,1,2020_October,2020,October,7.5378,7.9769,0.4391,2,147.2995639,147.2995639,"(140,150]",2020_October,0.61,Dry,1,100,0.5555555555555556,hydrated,"(145,150]","(140,150]","(140,160]",36.349999999999994,0.9449535533854004,1.472995639,17.166476884536554,13.852371879951368,-0.152,seki
2020_October_ABCO_2.5,2.5,1,"2020_October_HP_ABCO_(150,160]",ABCO,HP,0.152,0,46,102,0.5,102,11,114,103,1,255.7,344.8,242.2,NA,3.8671,0,2020_October,2020,October,7.8691,8.7935,0.9244,2,158.0711354,158.0711354,"(150,160]",2020_October,0.61,Dry,1,100,0.9090909090909092,hydrated,"(155,160]","(150,160]","(140,160]",89.10000000000002,0.8948768977085347,1.580711354,8.512656858502814,14.70250959973698,-0.152,seki
2020_October_ABCO_2.5,2.5,7,"2020_October_HP_ABCO_(120,130]",ABCO,HP,3.24,0,41,33,61,94,6,177,110,1,248.8,259.6,246.1,70,2.7206,1,2020_October,2020,October,7.6661,8.2452,0.5791,2,128.9180766,128.9180766,"(120,130]",2020_October,0.61,Dry,1,100,1.6666666666666667,hydrated,"(125,130]","(120,130]","(120,140]",10.800000000000011,0.9297651967205162,1.289180766,13.237955448109137,14.863535387100711,-0.152,seki
2020_October_ABCO_2.5,2.5,2,"2020_October_HP_ABCO_(160,170]",ABCO,HP,0.992,0,37,41,25,66,19,167,123,1,285.5,289.95,234.8,NA,4.208,1,2020_October,2020,October,7.5712,8.1838,0.6126,2,168.1119649,168.1119649,"(160,170]",2020_October,0.61,Dry,1,100,0.5263157894736842,hydrated,"(165,170]","(160,170]","(160,180]",4.449999999999989,0.9251447982599772,1.681119649,12.359125040809664,17.352473129815664,-0.152,seki
2020_October_CADE_1.1,1.1,7,"2020_October_HP_CADE_(90,100]",CADE,HP,2.323,0,53,72,0.5,72,12,62,50,1,238.8,256.9,238.9,NA,3.3363,0,2020_October,2020,October,12.8178,13.393,0.5752,1,91.27261187,91.27261187,"(90,100]",2020_October,0.61,Dry,1,100,0.8333333333333334,hydrated,"(90,95]","(90,100]","(80,100]",18.09999999999997,0.9570521914432912,0.9127261187,22.284075104311544,15.08823856369715,-0.336,seki
2020_October_CADE_1.1,1.1,9,"2020_October_HP_CADE_(70,80]",CADE,HP,4.22,0,48,94,0.5,94,15,88,73,1,216.1,243,226.5,NA,2.9207,0,2020_October,2020,October,7.5568,7.7972,0.2404,1,71.86846039,71.86846039,"(70,80]",2020_October,0.61,Dry,1,100,0.6666666666666666,moderate,"(70,75]","(70,80]","(60,80]",26.90000000000001,0.9691684194326168,0.7186846039,31.434276206322796,12.90807480963122,-0.336,seki
2020_October_CADE_1.1,1.1,8,"2020_October_HP_CADE_(70,80]",CADE,HP,4.764,missing dry wt,39,120,3,123,19,104,82,1,207.9,399.5,198.5,NA,3.9028,1,2020_October,2020,October,7.60135,13.8059,13.8059,1,NA,78.2312890940801,"(70,80]",2020_October,0.61,Dry,1,100,0.5263157894736842,moderate,"(75,80]","(70,80]","(60,80]",191.6,0.5505870678478042,0.7823128909408009,0.5505870678478042,10.847730133605513,-0.336,seki
2020_October_CADE_1.1,1.1,5,"2020_October_HP_CADE_(130,140]",CADE,HP,0.596,0,40,52,0.5,110,15,159,86,1,244.7,275.8,255.6,NA,3.9047,1,2020_October,2020,October,12.7021,13.5633,0.8612,1,NA,135.02270030507137,"(130,140]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(135,140]","(130,140]","(120,140]",31.100000000000023,0.9365051278081292,1.3502270030507135,14.749303297724106,11.469801823439912,-0.336,seki
2020_October_CADE_1.1,1.1,4,"2020_October_HP_CADE_(100,110]",CADE,HP,2.844,0,39,98,21,119,22,131,88,1,242,315.6,247.7,NA,3.8413,1,2020_October,2020,October,13.1106,13.9999,0.8893,1,101.7971612,101.7971612,"(100,110]",2020_October,0.61,Dry,1,100,0.4545454545454546,hydrated,"(100,105]","(100,110]","(100,120]",73.60000000000002,0.9364781177008408,1.017971612,14.742606544473182,11.005734509345071,-0.336,seki
2020_October_CADE_1.1,1.1,10,"2020_October_HP_CADE_(80,90]",CADE,HP,4.448,missing dry wt,38,70,0.5,70,17,110,93,1,217.1,286.2,226.3,NA,3.1134,0,2020_October,2020,October,12.60195,8.9012,8.9012,1,NA,82.5369719018232,"(80,90]",2020_October,0.61,Dry,1,100,0.5882352941176471,moderate,"(80,85]","(80,90]","(80,100]",69.1,1.4157585494090683,0.825369719018232,1.4157585494090683,14.095220061191588,-0.336,seki
2020_October_CADE_1.1,1.1,1,"2020_October_HP_CADE_(150,160]",CADE,HP,0.336,0,30,101,0.5,101,23,138,115,1,271.6,272.3,247.2,NA,4.1158,0,2020_October,2020,October,7.5583,8.0848,0.5265,1,150.9893892,150.9893892,"(150,160]",2020_October,0.61,Dry,1,100,0.43478260869565216,hydrated,"(150,155]","(150,160]","(140,160]",0.6999999999999886,0.9348777953690878,1.509893892,14.355745489078824,11.136705331371394,-0.336,seki
2020_October_CADE_1.1,1.1,3,"2020_October_HP_CADE_(110,120]",CADE,HP,2.297,0,33,114,0.5,114,22,143,121,1,240.6,307.1,262.6,NA,4.2921,1,2020_October,2020,October,12.9307,13.6454,0.7147,1,110.8921645,110.8921645,"(110,120]",2020_October,0.61,Dry,1,100,0.4545454545454546,hydrated,"(110,115]","(110,120]","(100,120]",66.50000000000003,0.947623374910226,1.108921645,18.09248635791241,10.775385157719288,-0.336,seki
2020_October_CADE_1.1,1.1,6,"2020_October_HP_CADE_(80,90]",CADE,HP,2.875,0,35,81,0.5,81,17,185,137,1,236.6,343.4,232.2,NA,4.643,0,2020_October,2020,October,12.8819,13.4834,0.6015,1,87.37652528,87.37652528,"(80,90]",2020_October,0.61,Dry,1,100,0.20833333333333337,moderate,"(85,90]","(80,90]","(80,100]",106.79999999999998,0.9553895901627186,0.8737652528,21.41629260182876,12.840364925819165,-0.336,seki
2020_October_CADE_1.1,1.1,2,"2020_October_HP_CADE_(120,130]",CADE,HP,1.271,0,39,168,0.5,73,15,155,140,1,229.9,278.1,263.6,NA,3.9848,0,2020_October,2020,October,7.7157,8.2865,0.5708,1,121.1375212,121.1375212,"(120,130]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(120,125]","(120,130]","(120,140]",48.20000000000002,0.9311168768478852,1.211375212,13.517344078486335,13.88538735725348,-0.336,seki
2020_October_CADE_1.2,1.2,7,"2020_October_HP_CADE_(100,110]",CADE,HP,2.471,0,43,78,0.5,78,32,72,40,1,245,265.3,240,NA,2.5872,0,2020_October,2020,October,12.7962,13.3245,0.5283,1,102.0672334,102.0672334,"(100,110]",2020_October,0.61,Dry,1,100,0.3125,hydrated,"(100,105]","(100,110]","(100,120]",20.30000000000001,0.9603512326916582,1.020672334,24.22146507666099,13.756860755924343,-0.318,seki
2020_October_CADE_1.2,1.2,9,"2020_October_HP_CADE_(50,60]",CADE,HP,5,0,47,41,0.5,41,18,59,41,1,232.5,287.8,215.3,NA,2.2144,0,2020_October,2020,October,7.6179,7.8369,0.219,1,51.8957346,51.8957346,"(50,60]",2020_October,0.61,Dry,1,100,0.5555555555555556,dry,"(50,55]","(50,60]","(40,60]",55.30000000000001,0.9720552769590016,0.518957346,34.78493150684931,19.696377115008477,-0.318,seki
2020_October_CADE_1.2,1.2,5,"2020_October_HP_CADE_(120,130]",CADE,HP,1.212,0,31,30,0.5,87,17,122,48,1,248.3,310.5,259.1,NA,3.4031,1,2020_October,2020,October,12.8127,13.4912,0.6785,1,121.9884933,121.9884933,"(120,130]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(120,125]","(120,130]","(120,140]",62.19999999999999,0.949707957779886,1.219884933,18.883861459100956,12.04764067774327,-0.318,seki
2020_October_CADE_1.2,1.2,8,"2020_October_HP_CADE_(100,110]",CADE,HP,2.821,missing fresh weight and dry weight,27,33,31,64,31,131,69,1,245.3,249.8,235.9,NA,2.8691,1,2020_October,2020,October,12.71545,13.303,0.5937,1,NA,104.70578813029796,"(100,110]",2020_October,0.61,Dry,1,100,0.3225806451612903,hydrated,"(100,105]","(100,110]","(100,120]",4.5,0.9558332706908216,1.0470578813029794,21.41729829880411,13.624191330210596,-0.318,seki
2020_October_CADE_1.2,1.2,3,"2020_October_HP_CADE_(130,140]",CADE,HP,0.994,0,29,81,17,98,14,108,77,1,271.4,272,254.6,NA,3.171,1,2020_October,2020,October,12.6789,13.3509,0.672,1,133.4392375,133.4392375,"(130,140]",2020_October,0.61,Dry,1,100,0.7142857142857143,hydrated,"(130,135]","(130,140]","(120,140]",0.6000000000000227,0.9496663146304744,1.334392375,18.867410714285715,11.207255145411278,-0.318,seki
2020_October_CADE_1.2,1.2,6,"2020_October_HP_CADE_(80,90]",CADE,HP,3.296,0,44,93,0.5,93,10,90,80,1,245.3,283.4,254.5,NA,2.1521,0,2020_October,2020,October,12.5198,12.8746,0.3548,1,88.58926342,88.58926342,"(80,90]",2020_October,0.61,Dry,1,100,1,moderate,"(85,90]","(80,90]","(80,100]",38.099999999999966,0.9724418622714492,0.8858926342,35.286922209695604,12.6962848996061,-0.318,seki
2020_October_CADE_1.2,1.2,4,"2020_October_HP_CADE_(110,120]",CADE,HP,1.909,0,39,72,0.5,72,21,104,83,1,253.2,272.3,253.5,NA,2.6004,0,2020_October,2020,October,12.7698,13.3275,0.5577,1,116.722478,116.722478,"(110,120]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(115,120]","(110,120]","(100,120]",19.100000000000023,0.9581541924592007,1.16722478,22.89725658956428,13.982808080047397,-0.318,seki
2020_October_CADE_1.2,1.2,3,"2020_October_HP_CADE_(130,140]",CADE,HP,0.994,0,36,81,16,97,14,144,114,1,271.4,272.9,254.6,NA,3.171,1,2020_October,2020,October,12.6789,13.3509,0.672,1,133.4392375,133.4392375,"(130,140]",2020_October,0.61,Dry,1,100,0.7142857142857143,hydrated,"(130,135]","(130,140]","(120,140]",1.5,0.9496663146304744,1.334392375,18.867410714285715,11.848766481488614,-0.318,seki
2020_October_CADE_1.2,1.2,2,"2020_October_HP_CADE_(120,130]",CADE,HP,1.251,0,34,78,0.5,78,10,149,139,1,268.2,283.7,271.1,NA,2.9609,0,2020_October,2020,October,7.6768,8.0376,0.3608,1,124.7148289,124.7148289,"(120,130]",2020_October,0.61,Dry,1,100,1,hydrated,"(120,125]","(120,130]","(120,140]",15.5,0.9551109784015128,1.247148289,21.277161862527716,12.993192867866988,-0.318,seki
2020_October_CADE_1.2,1.2,1,"2020_October_HP_CADE_(160,170]",CADE,HP,0.318,0,28,84,0.5,84,19,214,79.5,1,257.5,307.2,261.7,NA,3.3976,0,2020_October,2020,October,7.5449,8.0114,0.4665,1,161.4745587,161.4745587,"(160,170]",2020_October,0.61,Dry,1,100,0.5263157894736842,hydrated,"(160,165]","(160,170]","(160,180]",49.69999999999999,0.941770477070175,1.6147455869999998,16.17341907824223,11.97272953818067,-0.318,seki
2020_October_CADE_1.3,1.3,6,"2020_October_HP_CADE_(80,90]",CADE,HP,3.416,0,46,79,0.5,79,23,96,73,1,250.3,333.6,266.2,NA,3.9827,0,2020_October,2020,October,13.0655,13.8228,0.7573,1,86.6773492,86.6773492,"(80,90]",2020_October,0.61,Dry,1,100,0.43478260869565216,moderate,"(85,90]","(80,90]","(80,100]",83.30000000000001,0.9452137048933644,0.866773492,17.25273999735904,13.900415332126284,-0.682,seki
2020_October_CADE_1.3,1.3,1,"2020_October_HP_CADE_(130,140]",CADE,HP,0.682,0,36,75,20,95,24,129,85,1,256,346.9,292.5,NA,3.5219,1,2020_October,2020,October,7.5462,8.0124,0.4662,1,132.1054123,132.1054123,"(130,140]",2020_October,0.61,Dry,1,100,0.4166666666666667,hydrated,"(130,135]","(130,140]","(120,140]",90.89999999999998,0.9418151864609856,1.321054123,16.186615186615185,11.966053019110982,-0.682,seki
2020_October_CADE_1.3,1.3,8,"2020_October_HP_CADE_(100,110]",CADE,HP,3.528,0,43,36,29,65,16,132,87,1,236.9,251.9,231,NA,3,1,2020_October,2020,October,12.9036,13.6198,0.7162,1,102.022792,102.022792,"(100,110]",2020_October,0.61,Dry,1,100,0.625,hydrated,"(100,105]","(100,110]","(100,120]",15,0.9474147931687692,1.02022792,18.016755096341807,15.093123569635583,-0.682,seki
2020_October_CADE_1.3,1.3,5,"2020_October_HP_CADE_(110,120]",CADE,HP,2.091,0,35,1,0.5,85,17,193,92,1,250.7,348.1,235.7,NA,4.0021,1,2020_October,2020,October,12.812,13.5765,0.7645,1,119.1923916,119.1923916,"(110,120]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(115,120]","(110,120]","(100,120]",97.40000000000003,0.9436894634110412,1.191923916,16.758665794637018,12.539517984720224,-0.682,seki
2020_October_CADE_1.3,1.3,4,"2020_October_HP_CADE_(90,100]",CADE,HP,2.661,0,44,127,0.5,127,17,120,103,1,225.4,318.2,273.2,NA,3.8643,0,2020_October,2020,October,12.7896,13.456,0.6664,1,95.37712895,95.37712895,"(90,100]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(95,100]","(90,100]","(80,100]",92.79999999999998,0.9504756242568372,0.9537712895,19.192076830732297,11.021253764183548,-0.682,seki
2020_October_CADE_1.3,1.3,2,"2020_October_HP_CADE_(130,140]",CADE,HP,1.802,0,34,59,0.5,73,17,205,104,1,256,365.1,250.8,NA,3.1724,1,2020_October,2020,October,7.9165,8.9032,0.9867,1,133.2118267,133.2118267,"(130,140]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(130,135]","(130,140]","(120,140]",109.10000000000002,0.8891746787671848,1.3321182669999998,8.023208675382588,13.43319083116073,-0.682,seki
2020_October_CADE_1.3,1.3,7,"2020_October_HP_CADE_(90,100]",CADE,HP,5.176,0,45,113,0.5,113,17,169,129,1,231.5,291.9,225,NA,3.8672,0,2020_October,2020,October,13.0176,13.8001,0.7825,1,90.77726218,90.77726218,"(90,100]",2020_October,0.61,Dry,1,100,0.25,hydrated,"(90,95]","(90,100]","(80,100]",60.39999999999998,0.9432975123368672,0.9077726218,16.63591054313099,11.665918619183968,-0.682,seki
2020_October_CADE_1.3,1.3,3,"2020_October_HP_CADE_(120,130]",CADE,HP,1.38,0,33,64,0.5,64,20,164,144,1,268.5,316.2,258.2,NA,4.1875,0,2020_October,2020,October,7.6281,8.1969,0.5688,1,123.1968811,123.1968811,"(120,130]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(120,125]","(120,130]","(120,140]",47.69999999999999,0.9306079127475022,1.231968811,13.410864978902952,14.268694149558598,-0.682,seki
2020_October_CADE_1.3,1.3,9,"2020_October_HP_CADE_(70,80]",CADE,HP,6.316,0,31,63,0.5,63,33,228,79.5,1,230.2,290.05,210.5,NA,4.9215,0,2020_October,2020,October,13.2005,13.923,0.7225,1,71.19629484,71.19629484,"(70,80]",2020_October,0.61,Dry,1,100,0.30303030303030304,moderate,"(70,75]","(70,80]","(60,80]",59.85000000000002,0.948107448107448,0.7119629484,18.270588235294117,14.176209170239542,-0.682,seki
2020_October_CADE_1.4,1.4,6,"2020_October_HP_CADE_(90,100]",CADE,HP,2.941,0,43,61,27,88,9,86,50,1,249.7,267.8,251,NA,2.0462,1,2020_October,2020,October,12.4912,12.9904,0.4992,1,96.12940497,96.12940497,"(90,100]",2020_October,0.61,Dry,1,100,1.1111111111111112,hydrated,"(95,100]","(90,100]","(80,100]",18.100000000000023,0.9615716221209508,0.9612940497,25.022435897435894,12.964205814763828,-0.218,seki
2020_October_CADE_1.4,1.4,4,"2020_October_HP_CADE_(130,140]",CADE,HP,2.224,0,37,66,3,69,21,82,58,1,264.9,309.7,272.3,NA,2.8959,1,2020_October,2020,October,12.7586,13.4797,0.7211,1,131.9970712,131.9970712,"(130,140]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(130,135]","(130,140]","(120,140]",44.80000000000001,0.9465047441708644,1.319970712,17.693246429066704,14.107648248637082,-0.218,seki
2020_October_CADE_1.4,1.4,1,"2020_October_HP_CADE_(150,160]",CADE,HP,0.218,0,40,51,9,60,11,92,72,1,267.8,289.1,248.4,NA,2.0982,1,2020_October,2020,October,7.461,7.8433,0.3823,1,151.9475358,151.9475358,"(150,160]",2020_October,0.61,Dry,1,100,0.9090909090909092,hydrated,"(150,155]","(150,160]","(140,160]",21.30000000000001,0.9512577614014508,1.519475358,19.51608684279362,15.456931034715268,-0.218,seki
2020_October_CADE_1.4,1.4,5,"2020_October_HP_CADE_(110,120]",CADE,HP,2.7,0,35,110,16,126,9,98,73,1,258.4,291.5,278.1,NA,1.8132,1,2020_October,2020,October,12.4743,12.81,0.3357,1,112.1617107,112.1617107,"(110,120]",2020_October,0.61,Dry,1,100,1.1111111111111112,hydrated,"(110,115]","(110,120]","(100,120]",33.10000000000002,0.9737939110070256,1.121617107,37.15907059874888,10.457754900419175,-0.218,seki
2020_October_CADE_1.4,1.4,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.966,0,48,86,11,97,15,112,86,1,242.5,281.5,244.3,NA,1.7841,1,2020_October,2020,October,12.6841,13.0423,0.3582,1,81.68757127,81.68757127,"(80,90]",2020_October,0.61,Dry,1,100,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",39,0.972535519041887,0.8168757127,35.410664433277496,12.717473455922024,-0.218,seki
2020_October_CADE_1.4,1.4,2,"2020_October_HP_CADE_(130,140]",CADE,HP,0.925,0,41,57,0.5,57,15,109,94,1,244,339,237.5,NA,2.4063,0,2020_October,2020,October,7.6237,8.1905,0.5668,1,133.6162188,133.6162188,"(130,140]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",95,0.930797875587571,1.336162188,13.45042342978123,15.975150783067376,-0.218,seki
2020_October_CADE_1.4,1.4,3,"2020_October_HP_CADE_(130,140]",CADE,HP,1.234,0,31,63,0.5,63,19,126,107,1,250.8,245.6,236.3,NA,2.733,0,2020_October,2020,October,7.5053,7.9401,0.4348,1,131.8774644,131.8774644,"(130,140]",2020_October,0.61,Dry,1,100,0.5263157894736842,hydrated,"(130,135]","(130,140]","(120,140]",-5.200000000000017,0.9452399843830682,1.318774644,17.2614995400184,14.176209170239542,-0.218,seki
2020_October_CADE_1.5,1.5,7,"2020_October_HP_CADE_(100,110]",CADE,HP,2.795,0,41,48,22,70,17,92,53,1,238.6,290.05,247.5,NA,3.0326,1,2020_October,2020,October,12.5116,13.0185,0.5069,1,104.3433512,104.3433512,"(100,110]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",51.45000000000002,0.9610631025079694,1.043433512,24.682580390609587,14.3596692746391,-0.258,seki
2020_October_CADE_1.5,1.5,9,"2020_October_HP_CADE_(70,80]",CADE,HP,5.086,0,39,16,40,56,10,116,66,1,205.1,270.2,217.3,NA,2.1328,1,2020_October,2020,October,7.6294,7.9354,0.306,1,71.03064067,71.03064067,"(70,80]",2020_October,0.61,Dry,1,100,1,moderate,"(70,75]","(70,80]","(60,80]",65.1,0.9614386168309096,0.7103064067,24.932679738562097,15.928378135260225,-0.258,seki
2020_October_CADE_1.5,1.5,6,"2020_October_HP_CADE_(90,100]",CADE,HP,3.071,0,45,61,12,73,10,89,67,1,247.7,271.2,248.4,NA,2.0804,1,2020_October,2020,October,12.495,12.8525,0.3575,1,96.25740442,96.25740442,"(90,100]",2020_October,0.61,Dry,1,100,1,hydrated,"(95,100]","(90,100]","(80,100]",23.5,0.972184399922194,0.9625740442,34.95104895104895,14.3838729922149,-0.258,seki
